genre_1,genre_2,language,original_title,english_title,country,date,status
Drama,,en,Margaret,Margaret,UnitedStatesofAmerica,2011-09-30,Released
Comedy,Drama,en,Carnage,Carnage,Spain,2011-09-16,Released
Drama,Action,en,Assassination Games,Assassination Games,UnitedStatesofAmerica,2011-07-28,Released
Thriller,Drama,en,Margin Call,Margin Call,UnitedStatesofAmerica,2011-09-28,Released
Mystery,Horror,id,Leák,Mystics in Bali,Australia,1981-01-01,Released
Romance,Drama,en,God's Little Acre,God's Little Acre,UnitedStatesofAmerica,1958-09-23,Released
Action,Horror,en,2019 - Dopo la caduta di New York,2019: After the Fall of New York,France,1983-07-22,Released
Documentary,,en,Alaska: Silence And Solitude,Alaska: Silence And Solitude,UnitedStatesofAmerica,2005-09-06,Released
Documentary,History,en,The Frozen North,The Frozen North,UnitedStatesofAmerica,2006-12-25,Released
Western,Music,en,Out California Way,Out California Way,UnitedStatesofAmerica,1946-12-15,Released
Horror,,en,Paranormal Activity 3,Paranormal Activity 3,UnitedStatesofAmerica,2011-10-19,Released
Drama,Mystery,en,Puncture,Puncture,UnitedStatesofAmerica,2011-09-23,Released
Drama,,fr,Polisse,Polisse,France,2011-10-06,Released
Comedy,Drama,en,A Little Bit of Heaven,A Little Bit of Heaven,UnitedStatesofAmerica,2011-02-03,Released
Comedy,Romance,en,Year of the Carnivore,Year of the Carnivore,#N/A,2009-05-01,Released
Comedy,Romance,en,A Perfect Couple,A Perfect Couple,#N/A,1979-04-06,Released
Action,Science,it,La guerra dei robot,The War of the Robots,Italy,1978-01-01,Released
Adventure,Science,en,Prisoners of the Lost Universe,Prisoners of the Lost Universe,UnitedKingdom,1983-08-15,Released
Documentary,,es,Bertsolari,Bertsolari,Spain,2011-10-13,Released
Comedy,,en,Blondie Knows Best,Blondie Knows Best,UnitedStatesofAmerica,1946-10-17,Released
Crime,Adventure,en,Johnny English Reborn,Johnny English Reborn,UnitedKingdom,2011-09-15,Released
Thriller,Action,en,Abduction,Abduction,UnitedStatesofAmerica,2011-09-22,Released
Drama,Action,zh,建黨偉業,Beginning of the Great Revival,China,2011-01-01,Released
Drama,,en,This Must Be the Place,This Must Be the Place,Italy,2011-10-01,Released
Drama,,en,Shame,Shame,UnitedKingdom,2011-10-02,Released
History,Drama,en,La Marseillaise,La Marseillaise,France,1938-02-02,Released
Horror,Foreign,it,La lupa mannara,Werewolf Woman,Italy,1976-03-18,Released
Drama,Foreign,sr,Ljubavni slucaj ili tragedija sluzbenice P.T.T.,"Love Affair, or the Case of the Missing Switchboard Operator",Serbia,1967-09-22,Released
Documentary,,en,11 x 14,11 x 14,UnitedStatesofAmerica,1977-04-16,Released
Action,Western,es,The True Story of Jesse James,The True Story of Jesse James,#N/A,1957-03-22,Released
Drama,,fr,Chacun sa nuit,One to Another,France,2006-07-21,Released
Drama,,en,American Son,American Son,#N/A,2008-01-01,Released
,,en,The Book of Stars,The Book of Stars,#N/A,1999-06-06,Released
Documentary,,en,Directed by John Ford,Directed by John Ford,UnitedStatesofAmerica,1971-10-06,Released
Documentary,,en,TV Junkie,TV Junkie,#N/A,2006-08-03,Released
Drama,Comedy,no,Sykt lykkelig,"Happy, Happy",Norway,2010-11-05,Released
War,Drama,fr,Un homme qui crie,A Screaming Man,Chad,2010-09-28,Released
Drama,Crime,es,Taxi Para 3,A Cab for Three,#N/A,2001-08-02,Released
Horror,Science,en,Unholy,Unholy,UnitedStatesofAmerica,2007-09-04,Released
Documentary,,en,Ballade vom kleinen Soldaten,Ballad of the Little Soldier,Germany,1984-11-05,Released
Action,Adventure,ko,화려한 휴가,May 18,SouthKorea,2007-07-25,Released
Drama,Action,en,Cinco días sin Nora,Nora's Will,Mexico,2008-10-06,Released
Comedy,Romance,en,What's Your Number?,What's Your Number?,UnitedStatesofAmerica,2011-09-30,Released
Drama,Thriller,en,Dream House,Dream House,Canada,2011-09-30,Released
Documentary,,en,How to Die in Oregon,How to Die in Oregon,#N/A,2011-01-01,Released
Documentary,,it,Improvvisamente l'inverno scorso,"Suddenly, Last Winter",Italy,2008-02-12,Released
Horror,Science,en,Queen of Blood,Queen of Blood,UnitedStatesofAmerica,1966-03-01,Released
Science,name:,en,Radioactive Dreams,Radioactive Dreams,Mexico,1986-09-19,Released
Thriller,Crime,en,Hodejegerne,Headhunters,Germany,2011-08-04,Released
Action,Adventure,en,Batman: Year One,Batman: Year One,UnitedStatesofAmerica,2011-09-27,Released
Documentary,,en,America before Columbus,America before Columbus,#N/A,2009-11-22,Released
Comedy,Drama,pl,Barwy Ochronne,Camouflage,Poland,1977-01-28,Released
,,pl,Pajęczarki,Pajęczarki,#N/A,,Released
Adventure,Drama,zh,花木兰,Mulan: Rise of a Warrior,China,2009-11-26,Released
,,en,Campus Radio,Campus Radio,#N/A,2011-01-01,Released
Action,Thriller,en,Machine Gun Preacher,Machine Gun Preacher,UnitedStatesofAmerica,2011-09-23,Released
Documentary,,en,Miss Representation,Miss Representation,UnitedStatesofAmerica,2011-01-20,Released
Comedy,Romance,en,Answer This!,Answer This!,UnitedStatesofAmerica,2011-10-13,Released
Drama,Romance,en,Lalka,The Doll,#N/A,1968-11-07,Released
Drama,History,en,Anonymous,Anonymous,UnitedKingdom,2011-10-21,Released
Comedy,Crime,en,Mr. Nice,Mr. Nice,Spain,2010-10-07,Released
,,fi,Hella W,Hella W,#N/A,2011-01-01,Released
Horror,Thriller,en,The Carpenter,The Carpenter,Canada,1988-08-27,Released
Action,Thriller,en,The Veteran,The Veteran,UnitedKingdom,2011-04-29,Released
Drama,Comedy,en,L'oro di Napoli,The Gold of Naples,Italy,1954-12-03,Released
Comedy,Drama,en,Crashing,Crashing,#N/A,2007-01-01,Released
Drama,,fr,Aime ton père,A Loving Father,France,2002-11-13,Released
Mystery,Thriller,de,Der Richter und sein Henker,End of the Game,Germany,1975-08-31,Released
Drama,Romance,en,Gone to Earth,Gone to Earth,UnitedKingdom,1950-11-06,Released
Drama,Thriller,en,Black Cadillac,Black Cadillac,UnitedStatesofAmerica,2003-01-01,Released
Drama,,sv,Colorado Avenue,Colorado Avenue,Finland,2007-09-07,Released
Documentary,,da,En forårsdag i Helvede,A Sunday in Hell: Paris-Roubaix,Denmark,1977-02-25,Released
Western,,en,Doc,Doc,UnitedStatesofAmerica,1971-08-01,Released
Documentary,,en,Al Franken - God Spoke,Al Franken - God Spoke,#N/A,2006-01-01,Released
Comedy,,en,Bone,Bone,UnitedStatesofAmerica,1972-07-01,Released
Drama,,en,Hamlet,Hamlet,UnitedKingdom,1969-12-21,Released
Action,Western,it,"Amore, piombo e furore","China 9, Liberty 37",Italy,1978-08-04,Released
Action,Comedy,en,Tower Heist,Tower Heist,UnitedStatesofAmerica,2011-11-02,Released
Drama,Crime,en,J. Edgar,J. Edgar,UnitedStatesofAmerica,2011-11-09,Released
Drama,Horror,en,Sometimes They Come Back,Sometimes They Come Back,UnitedStatesofAmerica,1991-05-07,Released
Action,Drama,en,The Double,The Double,UnitedStatesofAmerica,2011-10-27,Released
Crime,Drama,en,Cherry Crush,Cherry Crush,UnitedStatesofAmerica,2007-02-16,Released
Drama,,en,WUSA,WUSA,UnitedStatesofAmerica,1970-08-19,Released
Adventure,Animation,en,The Adventures of Tintin,The Adventures of Tintin,NewZealand,2011-10-25,Released
Comedy,War,en,Operation Mad Ball,Operation Mad Ball,UnitedStatesofAmerica,1957-01-01,Released
Drama,Thriller,en,The Son of No One,The Son of No One,UnitedStatesofAmerica,2011-11-04,Released
Drama,Romance,es,Contracorriente,Undertow,Peru,2009-09-23,Released
Documentary,Foreign,en,Starsuckers,Starsuckers,#N/A,2009-09-30,Released
Comedy,Romance,en,White on Rice,White on Rice,#N/A,2009-05-31,Released
Drama,,fr,L'Exercice de l'État,The Minister,France,2011-10-26,Released
Action,Drama,zh,十三太保,The Heroic Ones,HongKong,1970-08-14,Released
Drama,,fr,Tomboy,Tomboy,France,2011-04-20,Released
Comedy,Foreign,ja,めがね,Glasses,Japan,2007-09-22,Released
Drama,Thriller,fr,Regarde les hommes tomber,See How They Fall,France,1994-08-31,Rumored
Comedy,Drama,fr,Actrices,Actresses,France,2007-05-19,Released
Action,,en,Cobra Woman,Cobra Woman,UnitedStatesofAmerica,1944-05-12,Released
Documentary,,en,Pompeii: The Mystery of the People Frozen in Time,Pompeii: The Mystery of the People Frozen in Time,#N/A,2013-03-27,Released
Comedy,Romance,cs,Rozmarné léto,Capricious Summer,CzechRepublic,1968-05-24,Released
Comedy,Drama,en,Bandwagon,Bandwagon,UnitedStatesofAmerica,1996-01-08,Released
Drama,Comedy,en,Flower & Garnet,Flower & Garnet,#N/A,2002-08-26,Released
Horror,,ja,ロフト,Loft,Japan,2005-10-07,Released
,,ru,Уборная история — любовная история,Lavatory Lovestory,Russia,2008-01-01,Released
Mystery,Animation,cs,Zánik domu Usherů,The Fall of the House of Usher,CzechRepublic,1981-01-01,Released
Drama,Romance,it,Woman Obsessed,Woman Obsessed,UnitedStatesofAmerica,1959-05-27,Released
Drama,Foreign,zh,Zhai bian,The Heirloom,Taiwan,2005-09-15,Released
Music,Documentary,en,George Harrison: Living in the Material World,George Harrison: Living in the Material World,#N/A,2011-10-05,Released
Adventure,Drama,en,Hugo,Hugo,France,2011-11-22,Released
Drama,Thriller,en,Higher Ground,Higher Ground,UnitedStatesofAmerica,2011-08-26,Post Production
Crime,Drama,en,Trespass,Trespass,UnitedStatesofAmerica,2011-10-13,Released
Action,Crime,en,Savage Streets,Savage Streets,UnitedStatesofAmerica,1984-08-30,Released
Drama,Horror,en,Dom zły,The Dark House,Poland,2009-11-27,Released
Drama,,en,Street Scene,Street Scene,UnitedStatesofAmerica,1931-09-05,Released
,,de,Die letzten Männer,The Last Real Men,Austria,1995-10-03,Rumored
,,en,Election Day,Election Day,#N/A,2007-03-10,Released
Fantasy,Action,en,Immortals,Immortals,UnitedStatesofAmerica,2011-11-10,Released
Comedy,,en,Jack and Jill,Jack and Jill,UnitedStatesofAmerica,2011-11-11,Released
Drama,Foreign,en,Take Out,Take Out,UnitedStatesofAmerica,2004-05-13,Released
Documentary,,en,Chesty: A Tribute to a Legend,Chesty: A Tribute to a Legend,UnitedStatesofAmerica,1976-04-04,Released
Documentary,,en,The People vs. George Lucas,The People vs. George Lucas,#N/A,2010-03-14,Released
Comedy,Drama,zh,麻將,Mahjong,Taiwan,1996-12-07,Released
Fantasy,Horror,de,Unheimliche Geschichten,Eerie Tales,Germany,1919-11-05,Released
Documentary,,en,Progression,Progression,#N/A,2009-01-01,Released
Thriller,Drama,en,Rage,Rage,UnitedKingdom,2009-09-24,Released
Drama,Action,en,The Devil's Double,The Devil's Double,Netherlands,2011-02-11,Released
Action,Crime,en,Setup,Setup,UnitedStatesofAmerica,2011-11-04,Released
Drama,,fr,L'Apollonide : Souvenirs de la Maison Close,House of Tolerance,France,2011-09-20,Released
Drama,,de,Dreileben: Etwas Besseres als den Tod,Dreileben: Beats Being Dead,Germany,2011-04-13,Released
Drama,Romance,en,The Deep Blue Sea,The Deep Blue Sea,UnitedKingdom,2011-09-11,Released
,,en,Tueur à gages,Killer,France,1998-01-01,Rumored
Drama,,ko,사랑방 손님과 어머니,My Mother and Her Guest,SouthKorea,1961-08-26,Released
Horror,Thriller,en,11-11-11,11-11-11,UnitedStatesofAmerica,2011-11-11,Released
Documentary,Crime,en,Into the Abyss,Into the Abyss,UnitedStatesofAmerica,2011-11-11,Released
Drama,,no,"Oslo, 31. august","Oslo, August 31st",Norway,2011-08-31,Released
Drama,,ru,Бумажный солдат,Paper Soldier,Russia,2008-11-13,Released
Thriller,,fr,Nada,The Nada Gang,France,1974-03-21,Released
Drama,,en,Whatever Lola wants,Whatever Lola wants,Canada,2007-12-11,Released
Animation,,en,Daffy Duck's Movie: Fantastic Island,Daffy Duck's Movie: Fantastic Island,UnitedStatesofAmerica,1983-08-05,Released
Drama,History,en,Westward Ho,Westward Ho,UnitedStatesofAmerica,1935-08-19,Released
Documentary,,en,The Last Mountain,The Last Mountain,UnitedStatesofAmerica,2011-06-03,Post Production
Comedy,Drama,de,Sasha,Sasha,#N/A,2011-03-24,Released
Drama,,es,De mayor quiero ser soldado,I Want to Be a Soldier,Spain,2010-10-14,Released
Comedy,Drama,en,Another Happy Day,Another Happy Day,UnitedStatesofAmerica,2011-11-18,Released
,,en,The Big Hangover,The Big Hangover,UnitedStatesofAmerica,1950-05-26,Released
Action,Drama,cn,新少林寺,Shaolin,China,2011-01-20,Released
Horror,Thriller,en,Fright,Fright,UnitedKingdom,1971-01-01,Released
Drama,Fantasy,en,The Story of Mankind,The Story of Mankind,UnitedStatesofAmerica,1957-11-08,Released
Western,Action,en,Wichita,Wichita,UnitedStatesofAmerica,1955-07-03,Released
Drama,Romance,en,Wuthering Heights,Wuthering Heights,UnitedKingdom,2011-09-05,Released
Horror,,en,From Beyond the Grave,From Beyond the Grave,UnitedStatesofAmerica,1974-02-23,Released
Documentary,,en,LennoNYC,LennoNYC,#N/A,2010-09-25,Released
Drama,Romance,en,The River Why,The River Why,UnitedStatesofAmerica,2010-04-09,Released
Comedy,Drama,en,Cherry,Cherry,#N/A,2011-10-01,Released
Action,,en,The Bat Man,The Bat Man,UnitedStatesofAmerica,1943-07-16,Released
Action,Science,en,Batman and Robin,Batman and Robin,#N/A,1949-05-26,Released
Drama,Crime,fr,Landru,Bluebeard,Italy,1963-01-25,Released
Drama,Romance,fr,Espion(s),Espion(s),France,2009-01-28,Released
Comedy,Drama,en,Good Morning Miss Dove,Good Morning Miss Dove,UnitedStatesofAmerica,1955-11-23,Released
Comedy,,en,The Late George Apley,The Late George Apley,UnitedStatesofAmerica,1947-03-19,Released
Comedy,,en,Million Dollar Legs,Million Dollar Legs,UnitedStatesofAmerica,1932-07-08,Released
Crime,Drama,en,The Great Flamarion,The Great Flamarion,UnitedStatesofAmerica,1945-01-14,Released
Comedy,Drama,en,The Descendants,The Descendants,UnitedStatesofAmerica,2011-09-09,Released
Drama,Romance,en,Like Crazy,Like Crazy,UnitedStatesofAmerica,2011-10-28,Released
Comedy,Family,en,The Muppets,The Muppets,UnitedStatesofAmerica,2011-11-22,Released
Action,Adventure,zh,小白龍情海翻波,The White Dragon,HongKong,2004-10-28,Released
Adventure,Fantasy,en,The Twilight Saga: Breaking Dawn - Part 1,The Twilight Saga: Breaking Dawn - Part 1,UnitedStatesofAmerica,2011-03-15,Released
Drama,Foreign,fr,Die Fälschung,The Circle of Deceit,Germany,1981-10-15,Rumored
Thriller,Action,en,Figures in a Landscape,Figures in a Landscape,UnitedKingdom,1970-11-21,Released
Foreign,Thriller,fr,Barocco,Barocco,#N/A,1976-12-08,Released
Drama,Romance,en,Blown Away,Blown Away,Canada,1993-04-01,Released
Drama,War,en,War Horse,War Horse,UnitedStatesofAmerica,2011-12-25,Released
Drama,Comedy,en,The Rum Diary,The Rum Diary,UnitedStatesofAmerica,2011-10-13,Released
Drama,,en,My Week with Marilyn,My Week with Marilyn,UnitedKingdom,2011-10-17,Released
Adventure,Drama,en,Stanley and Livingstone,Stanley and Livingstone,UnitedStatesofAmerica,1939-08-18,Released
Comedy,Drama,fr,"Non Ma Fille, Tu N'iras Pas Danser",Making Plans for Lena,France,2009-09-02,Released
Mystery,Drama,en,The Uninvited,The Uninvited,UnitedStatesofAmerica,1996-10-29,Released
Western,Comedy,en,Moonlight and Cactus,Moonlight and Cactus,UnitedStatesofAmerica,1944-09-08,Released
Documentary,,en,An Inconvenient Tax,An Inconvenient Tax,#N/A,2011-04-15,Released
Drama,Comedy,en,Easier with Practice,Easier with Practice,#N/A,2009-06-12,Released
Drama,Comedy,en,I Was an Adventuress,I Was an Adventuress,UnitedStatesofAmerica,1940-05-10,Released
Thriller,Drama,en,Safe in Hell,Safe in Hell,UnitedStatesofAmerica,1931-12-12,Released
Crime,Drama,en,3 días (Before the Fall),Three Days,Spain,2008-04-25,Released
Drama,,fr,À l'aventure,À l'aventure,France,2008-08-29,Released
Crime,Drama,en,The Criminal,The Criminal,UnitedKingdom,1960-09-13,Released
Drama,Foreign,en,Il regista di matrimoni,The Wedding Director,Italy,2006-04-21,Released
Drama,Romance,en,Weekend,Weekend,UnitedKingdom,2011-09-22,Released
,,en,Sur,Sur,Argentina,1988-01-01,
Crime,Drama,en,The Bridge to Nowhere,The Bridge to Nowhere,#N/A,2009-08-17,Released
Horror,,fr,La rose de fer,The Iron Rose,France,1973-04-12,Released
History,Drama,pt,Silvestre,Silvestre,Portugal,1982-05-06,Released
Comedy,Documentary,zh,歲月神偷,Echoes of the Rainbow,HongKong,2010-04-11,Released
Documentary,Foreign,en,Beijing Taxi,Beijing Taxi,UnitedStatesofAmerica,2011-06-25,Released
Drama,Romance,en,"Lebanon, Pa.","Lebanon, Pa.",UnitedStatesofAmerica,2011-04-29,Released
Comedy,Music,en,Hollywood Party,Hollywood Party,UnitedStatesofAmerica,1934-06-01,Released
Drama,Music,en,The Constant Nymph,The Constant Nymph,UnitedStatesofAmerica,1943-06-23,Released
Drama,Romance,fi,Cyclomania,Cyclomania,Finland,2001-01-01,Released
Drama,Romance,pl,Moja krew,My Flesh My Blood,#N/A,2009-06-19,Released
Animation,,en,Lifted,Lifted,UnitedStatesofAmerica,2006-12-28,Released
Comedy,,en,Living Will...,Living Will...,UnitedStatesofAmerica,2011-10-04,Released
Drama,Action,hi,Singham,Singham,India,2011-07-22,Released
Drama,Mystery,en,Shanghai,Shanghai,China,2010-06-10,Released
,,en,Tejút,Milky Way,#N/A,2007-08-07,Released
Drama,,pt,El silencio antes de Bach (Die Stille vor Bach),The Silence Before Bach,Spain,2007-12-21,Released
Action,Adventure,hi,Chandni Chowk To China,Chandni Chowk To China,India,2009-01-16,Released
Comedy,,en,Stage Struck,Stage Struck,UnitedStatesofAmerica,1936-09-12,Released
Drama,,fr,Faat Kiné,Faat Kiné,Senegal,2001-02-11,Released
Drama,Romance,ru,Стиляги,Hipsters,Russia,2008-12-25,Released
Music,,en,Another Cinderella Story,Another Cinderella Story,Canada,2008-09-16,Released
Drama,,en,The Plough and the Stars,The Plough and the Stars,UnitedStatesofAmerica,1936-12-26,Released
Drama,Foreign,en,True Blue,True Blue,UnitedKingdom,1996-11-15,Released
Thriller,Action,en,Bunraku,Bunraku,UnitedStatesofAmerica,2010-09-01,Released
Drama,Romance,en,The Lonely Passion of Judith Hearne,The Lonely Passion of Judith Hearne,UnitedKingdom,1987-12-23,Released
Drama,Family,en,The Little Colonel,The Little Colonel,UnitedStatesofAmerica,1935-02-22,Released
Action,Mystery,ja,Gantz: Perfect Answer,Gantz: Perfect Answer,Japan,2011-04-23,Released
Drama,War,fr,Elle s'appelait Sarah,Sarah's Key,France,2010-09-16,Released
,,en,Bigga Than Ben,Bigga Than Ben,#N/A,2008-11-18,Released
Drama,,en,The Tree,The Tree,France,2010-05-23,Released
Science,name:,en,Xtro,Xtro,UnitedKingdom,1982-12-06,Released
Drama,Music,fr,Heremakono,Waiting for Happiness,Mauritania,2002-05-19,Released
Drama,,da,Applaus,Applause,Denmark,2009-09-24,Released
Comedy,,en,The Sitter,The Sitter,UnitedStatesofAmerica,2011-12-09,Released
Drama,,en,Extremely Loud & Incredibly Close,Extremely Loud & Incredibly Close,UnitedStatesofAmerica,2011-12-24,Released
Thriller,,en,Time Bomb,Time Bomb,UnitedKingdom,1953-02-05,Released
Science,name:,hu,Hanussen,Hanussen,Austria,1988-05-20,Released
Animation,Family,en,The Gruffalo,The Gruffalo,UnitedKingdom,2009-12-25,Released
Comedy,Romance,en,Play the Game,Play the Game,UnitedStatesofAmerica,2009-08-29,Released
Drama,Family,en,The 12 Dogs of Christmas,The 12 Dogs of Christmas,#N/A,2005-11-01,Released
Family,Animation,fr,Astérix et le coup du menhir,Asterix and the Big Fight,France,1989-10-03,Released
Family,Animation,fr,Astérix et les Indiens,Asterix Conquers America,Germany,1994-09-27,Released
